Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chicago Bulls*,82,19930,2843,6577,.432,508,1459,.348,2335,5118,.456,1486,1908,.779,937,2683,3620,1860,594,424,1223,1565,7680
League Average,82,19840,3093,6806,.454,635,1766,.360,2458,5040,.488,1462,1934,.756,895,2611,3505,1804,630,386,1201,1697,8283
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors*,82,19730,3410,7137,.478,883,2217,.398,2527,4920,.514,1313,1709,.768,853,2814,3667,2248,762,496,1185,1628,9016
Los Angeles Clippers*,82,19730,3228,6830,.473,827,2202,.376,2401,4628,.519,1468,2067,.710,784,2711,3495,2031,640,409,1012,1749,8751
Dallas Mavericks*,82,19880,3255,7036,.463,732,2082,.352,2523,4954,.509,1386,1843,.752,858,2608,3466,1846,663,371,1062,1644,8628
Toronto Raptors*,82,19855,3108,6829,.455,726,2060,.352,2382,4769,.499,1585,2014,.787,881,2526,3407,1701,615,357,1057,1712,8527
Oklahoma City Thunder,82,19830,3184,7119,.447,632,1864,.339,2552,5255,.486,1524,2020,.754,1052,2844,3896,1681,598,454,1205,1829,8524
Houston Rockets*,82,19805,3032,6832,.444,933,2680,.348,2099,4152,.506,1525,2133,.715,958,2624,3582,1820,777,407,1366,1803,8522
San Antonio Spurs*,82,19955,3208,6854,.468,677,1847,.367,2531,5007,.505,1368,1754,.780,806,2772,3578,2000,657,444,1146,1564,8461
Cleveland Cavaliers*,82,19780,3089,6739,.458,826,2253,.367,2263,4486,.504,1453,1934,.751,911,2612,3523,1814,603,340,1171,1510,8457
Portland Trail Blazers*,82,19855,3175,7049,.450,807,2231,.362,2368,4818,.491,1272,1589,.801,879,2881,3760,1799,525,372,1117,1494,8429
Atlanta Hawks*,82,19730,3121,6699,.466,818,2152,.380,2303,4547,.506,1349,1735,.778,715,2611,3326,2111,744,380,1167,1457,8409
Phoenix Suns,82,19880,3178,7038,.452,698,2048,.341,2480,4990,.497,1343,1767,.760,896,2643,3539,1659,700,385,1238,1744,8397
Denver Nuggets,82,19880,3099,7158,.433,660,2032,.325,2439,5126,.476,1462,1991,.734,1012,2653,3665,1788,641,367,1166,1882,8320
Boston Celtics*,82,19880,3193,7211,.443,660,2021,.327,2533,5190,.488,1266,1678,.754,910,2685,3595,2009,674,294,1133,1738,8312
Sacramento Kings,82,19855,3010,6617,.455,461,1350,.341,2549,5267,.484,1829,2400,.762,895,2728,3623,1667,550,324,1333,1696,8310
Chicago Bulls*,82,19880,3001,6797,.442,645,1825,.353,2356,4972,.474,1618,2067,.783,959,2792,3751,1781,514,476,1145,1495,8265
New Orleans Pelicans*,82,19780,3108,6795,.457,586,1583,.370,2522,5212,.484,1345,1790,.751,942,2621,3563,1806,553,510,1087,1530,8147
Washington Wizards*,82,19955,3139,6790,.462,497,1381,.360,2642,5409,.488,1305,1758,.742,862,2801,3663,1969,601,378,1233,1707,8080
Detroit Pistons,82,19830,3041,7038,.432,703,2043,.344,2338,4995,.468,1292,1838,.703,1051,2630,3681,1771,623,383,1099,1559,8077
Los Angeles Lakers,82,19930,3054,7020,.435,532,1546,.344,2522,5474,.461,1433,1935,.741,952,2647,3599,1715,578,366,1086,1741,8073
Memphis Grizzlies*,82,19905,3097,6763,.458,423,1246,.339,2674,5517,.485,1445,1869,.773,856,2634,3490,1777,700,347,1094,1567,8062
Brooklyn Nets*,82,19930,3069,6804,.451,541,1633,.331,2528,5171,.489,1359,1817,.748,846,2627,3473,1716,576,340,1133,1579,8038
Milwaukee Bucks*,82,19930,3083,6722,.459,545,1500,.363,2538,5222,.486,1312,1734,.757,876,2574,3450,1932,789,403,1373,1814,8023
Minnesota Timberwolves,82,19805,2986,6820,.438,406,1223,.332,2580,5597,.461,1638,2110,.776,949,2406,3355,1771,668,327,1231,1571,8016
Indiana Pacers,82,19855,2998,6824,.439,612,1740,.352,2386,5084,.469,1373,1817,.756,856,2822,3678,1757,505,375,1147,1742,7981
Orlando Magic,82,19755,3076,6792,.453,554,1598,.347,2522,5194,.486,1141,1565,.729,822,2607,3429,1692,647,314,1221,1714,7847
Utah Jazz,82,19705,2900,6492,.447,610,1781,.343,2290,4711,.486,1391,1929,.721,988,2617,3605,1632,623,489,1256,1583,7801
Miami Heat,82,19730,2885,6330,.456,556,1659,.335,2329,4671,.499,1438,1940,.741,747,2461,3208,1626,642,372,1214,1636,7764
Charlotte Hornets,82,19905,2913,6932,.420,498,1566,.318,2415,5366,.450,1397,1867,.748,820,2793,3613,1654,499,448,976,1494,7721
Philadelphia 76ers,82,19805,2765,6777,.408,692,2160,.320,2073,4617,.449,1320,1953,.676,978,2536,3514,1683,789,487,1453,1778,7542
New York Knicks,82,19855,2882,6726,.428,560,1614,.347,2322,5112,.454,1211,1575,.769,867,2443,3310,1746,575,382,1206,1768,7535
League Average,82,19840,3076,6852,.449,643,1838,.350,2433,5014,.485,1405,1873,.750,893,2657,3550,1807,634,393,1177,1658,8201
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors*,82,19880,3489,7159,.487,1077,2592,.416,2412,4567,.528,1366,1790,.763,816,2972,3788,2373,689,498,1245,1701,9421
Oklahoma City Thunder*,82,19830,3372,7082,.476,678,1945,.349,2694,5137,.524,1616,2067,.782,1071,2916,3987,1883,603,487,1305,1691,9038
Sacramento Kings,82,19805,3283,7083,.464,660,1839,.359,2623,5244,.500,1514,2089,.725,868,2760,3628,2009,733,368,1326,1676,8740
Houston Rockets*,82,19830,3094,6847,.452,878,2533,.347,2216,4314,.514,1671,2407,.694,930,2601,3531,1821,821,430,1307,1790,8737
Boston Celtics*,82,19780,3216,7318,.439,717,2142,.335,2499,5176,.483,1520,1929,.788,950,2733,3683,1981,752,348,1127,1796,8669
Portland Trail Blazers*,82,19805,3167,7040,.450,864,2336,.370,2303,4704,.490,1424,1889,.754,948,2782,3730,1748,562,380,1200,1782,8622
Los Angeles Clippers*,82,19830,3141,6759,.465,797,2190,.364,2344,4569,.513,1490,2152,.692,721,2727,3448,1873,709,460,1063,1746,8569
Cleveland Cavaliers*,82,19855,3171,6888,.460,880,2428,.362,2291,4460,.514,1333,1783,.748,873,2777,3650,1861,551,317,1114,1666,8555
Washington Wizards,82,19755,3238,7033,.460,709,1983,.358,2529,5050,.501,1349,1849,.730,743,2688,3431,2005,708,323,1186,1708,8534
San Antonio Spurs*,82,19705,3289,6797,.484,570,1518,.375,2719,5279,.515,1342,1672,.803,770,2831,3601,2010,677,485,1071,1433,8490
Charlotte Hornets*,82,19855,3036,6922,.439,873,2410,.362,2163,4512,.479,1534,1941,.790,734,2869,3603,1778,595,438,1030,1487,8479
Atlanta Hawks*,82,19830,3168,6923,.458,815,2326,.350,2353,4597,.512,1282,1638,.783,679,2772,3451,2100,747,486,1226,1570,8433
New Orleans Pelicans,82,19780,3153,7040,.448,702,1951,.360,2451,5089,.482,1415,1823,.776,782,2712,3494,1818,633,342,1102,1713,8423
Toronto Raptors*,82,19780,3006,6669,.451,708,1915,.370,2298,4754,.483,1702,2190,.777,836,2724,3560,1536,636,449,1073,1610,8422
Minnesota Timberwolves,82,19880,3095,6668,.464,455,1347,.338,2640,5321,.496,1753,2213,.792,821,2587,3408,1916,656,375,1231,1696,8398
Dallas Mavericks*,82,20005,3064,6900,.444,806,2342,.344,2258,4558,.495,1454,1831,.794,751,2781,3532,1813,560,306,1047,1595,8388
Indiana Pacers*,82,19880,3142,6985,.450,663,1889,.351,2479,5096,.486,1430,1872,.764,847,2779,3626,1741,742,391,1219,1641,8377
Orlando Magic,82,19905,3242,7120,.455,636,1818,.350,2606,5302,.492,1249,1649,.757,843,2709,3552,1933,673,417,1155,1701,8369
Detroit Pistons*,82,19880,3111,7087,.439,740,2148,.345,2371,4939,.480,1399,2095,.668,1021,2777,3798,1594,573,304,1110,1557,8361
Denver Nuggets,82,19830,3093,7003,.442,656,1943,.338,2437,5060,.482,1513,1974,.766,941,2718,3659,1858,609,395,1202,1723,8355
Chicago Bulls,82,19905,3165,7170,.441,651,1753,.371,2514,5417,.464,1354,1720,.787,907,2889,3796,1870,495,470,1141,1545,8335
Phoenix Suns,82,19705,3051,7018,.435,738,2118,.348,2313,4900,.472,1431,1905,.751,943,2733,3676,1701,632,313,1410,1858,8271
Miami Heat*,82,19830,3150,6697,.470,498,1480,.336,2652,5217,.508,1406,1889,.744,807,2811,3618,1709,553,531,1155,1502,8204
Memphis Grizzlies*,82,19830,3019,6859,.440,504,1521,.331,2515,5338,.471,1584,2024,.783,916,2497,3413,1697,724,350,1090,1783,8126
Milwaukee Bucks,82,19830,3145,6740,.467,440,1277,.345,2705,5463,.495,1392,1863,.747,858,2559,3417,1895,672,475,1247,1695,8122
Brooklyn Nets,82,19755,3136,6920,.453,531,1508,.352,2605,5412,.481,1286,1699,.757,863,2614,3477,1829,627,332,1212,1476,8089
New York Knicks,82,19805,3022,6886,.439,610,1762,.346,2412,5124,.471,1411,1753,.805,850,2788,3638,1682,467,466,1099,1616,8065
Utah Jazz,82,19955,2957,6593,.449,694,1956,.355,2263,4637,.488,1402,1885,.744,880,2665,3545,1555,631,425,1224,1655,8010
Philadelphia 76ers,82,19805,2970,6887,.431,764,2255,.339,2206,4632,.476,1284,1850,.694,777,2605,3382,1765,680,495,1343,1780,7988
Los Angeles Lakers,82,19730,2880,6956,.414,639,2016,.317,2241,4940,.454,1583,2028,.781,878,2645,3523,1478,593,337,1124,1662,7982
League Average,82,19828,3136,6935,.452,698,1975,.354,2437,4960,.491,1450,1916,.757,854,2734,3588,1828,643,406,1179,1662,8419
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors*,82,19780,3532,7140,.495,982,2562,.383,2550,4578,.557,1457,1850,.788,770,2873,3643,2491,785,555,1211,1585,9503
Houston Rockets*,82,19780,3305,7152,.462,1181,3306,.357,2124,3846,.552,1667,2177,.766,892,2746,3638,2070,670,352,1240,1634,9458
Denver Nuggets,82,19755,3377,7194,.469,870,2365,.368,2507,4829,.519,1537,1986,.774,966,2837,3803,2077,568,323,1226,1567,9161
Cleveland Cavaliers*,82,19880,3275,6963,.470,1067,2779,.384,2208,4184,.528,1431,1913,.748,766,2821,3587,1858,539,327,1121,1486,9048
Washington Wizards*,82,19855,3388,7137,.475,756,2030,.372,2632,5107,.515,1421,1812,.784,843,2671,3514,1956,693,336,1162,1745,8953
Los Angeles Clippers*,82,19755,3242,6820,.475,841,2245,.375,2401,4575,.525,1586,2128,.745,738,2790,3528,1848,612,347,1062,1626,8911
Boston Celtics*,82,19755,3168,6978,.454,985,2742,.359,2183,4236,.515,1536,1903,.807,744,2698,3442,2069,617,340,1088,1686,8857
Portland Trail Blazers*,82,19930,3243,7059,.459,852,2272,.375,2391,4787,.499,1513,1940,.780,830,2750,3580,1733,574,408,1126,1736,8851
Phoenix Suns,82,19830,3270,7260,.450,615,1854,.332,2655,5406,.491,1676,2159,.776,976,2712,3688,1604,673,399,1265,2030,8831
Toronto Raptors*,82,19780,3211,6918,.464,725,1996,.363,2486,4922,.505,1615,2028,.796,871,2676,3547,1517,677,400,1041,1708,8762
Oklahoma City Thunder*,82,19805,3237,7169,.452,692,2116,.327,2545,5053,.504,1575,2113,.745,1002,2821,3823,1721,648,408,1230,1715,8741
Brooklyn Nets,82,19755,3102,6987,.444,877,2591,.338,2225,4396,.506,1592,2020,.788,721,2879,3600,1756,593,387,1356,1726,8673
Minnesota Timberwolves,82,19805,3235,6922,.467,601,1723,.349,2634,5199,.507,1586,1986,.799,938,2540,3478,1940,654,370,1150,1646,8657
San Antonio Spurs*,82,19805,3222,6864,.469,753,1927,.391,2469,4937,.500,1440,1806,.797,821,2777,3598,1954,655,484,1101,1498,8637
Indiana Pacers*,82,19855,3221,6931,.465,709,1885,.376,2512,5046,.498,1467,1811,.810,742,2702,3444,1844,669,409,1130,1597,8618
Charlotte Hornets,82,19830,3093,7000,.442,824,2347,.351,2269,4653,.488,1591,1953,.815,721,2853,3574,1891,571,390,942,1360,8601
Los Angeles Lakers,82,19705,3224,7164,.450,730,2110,.346,2494,5054,.493,1397,1853,.754,933,2636,3569,1716,674,320,1243,1698,8575
New Orleans Pelicans,82,19905,3210,7130,.450,768,2196,.350,2442,4934,.495,1368,1825,.750,703,2879,3582,1869,638,453,1054,1490,8556
New York Knicks,82,19855,3244,7256,.447,704,2022,.348,2540,5234,.485,1364,1731,.788,983,2723,3706,1786,581,455,1139,1668,8556
Milwaukee Bucks*,82,19780,3182,6715,.474,720,1946,.370,2462,4769,.516,1413,1839,.768,723,2589,3312,1984,666,436,1145,1660,8497
Miami Heat,82,19780,3202,7037,.455,808,2213,.365,2394,4824,.496,1248,1768,.706,872,2705,3577,1742,588,469,1102,1680,8460
Atlanta Hawks*,82,19880,3123,6918,.451,729,2137,.341,2394,4781,.501,1484,2039,.728,842,2793,3635,1938,672,397,1294,1491,8459
Chicago Bulls*,82,19780,3169,7141,.444,623,1831,.340,2546,5310,.479,1474,1848,.798,999,2797,3796,1851,643,393,1112,1455,8435
Sacramento Kings,82,19880,3105,6734,.461,737,1960,.376,2368,4774,.496,1483,1913,.775,715,2652,3367,1844,627,324,1201,1667,8430
Philadelphia 76ers,82,19830,3088,6992,.442,831,2443,.340,2257,4549,.496,1393,1806,.771,807,2706,3513,1949,692,420,1366,1793,8400
Detroit Pistons,82,19805,3269,7282,.449,631,1915,.330,2638,5367,.492,1140,1586,.719,908,2838,3746,1732,574,310,973,1467,8309
Orlando Magic,82,19805,3139,7133,.440,701,2139,.328,2438,4994,.488,1309,1753,.747,807,2734,3541,1820,580,396,1091,1584,8288
Utah Jazz*,82,19755,3033,6515,.466,791,2128,.372,2242,4387,.511,1401,1875,.747,771,2774,3545,1651,550,410,1118,1545,8258
Memphis Grizzlies*,82,19905,2984,6854,.435,767,2169,.354,2217,4685,.473,1504,1918,.784,886,2621,3507,1744,653,344,1059,1840,8239
Dallas Mavericks,82,19780,2968,6750,.440,878,2473,.355,2090,4277,.489,1215,1516,.801,647,2516,3163,1705,614,307,972,1567,8029
League Average,82,19813,3202,7004,.457,792,2214,.358,2410,4790,.503,1463,1895,.772,831,2737,3568,1855,632,389,1144,1632,8658
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors*,82,19730,3509,6981,.503,926,2370,.391,2583,4611,.560,1360,1668,.815,691,2877,3568,2402,656,612,1267,1607,9304
Houston Rockets*,82,19755,3174,6906,.460,1256,3470,.362,1918,3436,.558,1609,2061,.781,739,2825,3564,1767,699,392,1135,1597,9213
New Orleans Pelicans*,82,19955,3500,7241,.483,837,2312,.362,2663,4929,.540,1324,1716,.772,712,2924,3636,2195,657,485,1223,1570,9161
Toronto Raptors*,82,19830,3383,7169,.472,968,2705,.358,2415,4464,.541,1422,1790,.794,800,2807,3607,1995,626,500,1095,1783,9156
Cleveland Cavaliers*,82,19730,3311,6950,.476,981,2636,.372,2330,4314,.540,1488,1909,.779,694,2761,3455,1916,582,312,1126,1524,9091
Denver Nuggets,82,19880,3338,7102,.470,940,2536,.371,2398,4566,.525,1404,1830,.767,902,2748,3650,2059,627,404,1227,1533,9020
Philadelphia 76ers*,82,19780,3349,7098,.472,901,2445,.369,2448,4653,.526,1405,1868,.752,893,2996,3889,2221,682,420,1353,1811,9004
Minnesota Timberwolves*,82,19805,3365,7063,.476,658,1845,.357,2707,5218,.519,1592,1980,.804,848,2593,3441,1861,689,345,1021,1495,8980
Los Angeles Clippers,82,19705,3302,7004,.471,777,2196,.354,2525,4808,.525,1556,2095,.743,832,2766,3598,1832,628,373,1204,1638,8937
Charlotte Hornets,82,19780,3197,7106,.450,824,2233,.369,2373,4873,.487,1656,2216,.747,827,2901,3728,1770,559,373,1041,1409,8874
Los Angeles Lakers,82,19905,3338,7248,.461,822,2384,.345,2516,4864,.517,1364,1910,.714,876,2927,3803,1949,633,388,1295,1736,8862
Oklahoma City Thunder*,82,19830,3271,7221,.453,881,2491,.354,2390,4730,.505,1421,1985,.716,1024,2671,3695,1750,743,412,1147,1653,8844
Washington Wizards*,82,19855,3275,7018,.467,814,2173,.375,2461,4845,.508,1378,1786,.772,823,2713,3536,2065,645,353,1196,1746,8742
Brooklyn Nets,82,19855,3136,7114,.441,1041,2924,.356,2095,4190,.500,1428,1850,.772,792,2852,3644,1941,512,390,1245,1688,8741
Milwaukee Bucks*,82,19830,3257,6807,.478,718,2024,.355,2539,4783,.531,1499,1915,.783,688,2579,3267,1905,722,443,1134,1752,8731
Portland Trail Blazers*,82,19755,3222,7132,.452,845,2308,.366,2377,4824,.493,1372,1715,.800,835,2893,3728,1599,573,423,1109,1599,8661
Indiana Pacers*,82,19755,3345,7083,.472,741,2010,.369,2604,5073,.513,1225,1573,.779,788,2684,3472,1819,721,340,1089,1544,8656
New York Knicks,82,19830,3334,7193,.464,673,1914,.352,2661,5279,.504,1225,1557,.787,859,2752,3611,1912,552,421,1207,1682,8566
Utah Jazz*,82,19755,3139,6797,.462,887,2425,.366,2252,4372,.515,1375,1766,.779,740,2807,3547,1839,708,420,1205,1608,8540
Boston Celtics*,82,19805,3141,6975,.450,939,2492,.377,2202,4483,.491,1308,1697,.771,767,2878,3645,1842,604,373,1149,1618,8529
Phoenix Suns,82,19705,3153,7141,.442,763,2286,.334,2390,4855,.492,1453,1962,.741,842,2776,3618,1743,569,370,1289,1807,8522
Detroit Pistons,82,19805,3208,7129,.450,886,2373,.373,2322,4756,.488,1207,1621,.745,830,2756,3586,1868,628,317,1103,1508,8509
Miami Heat*,82,19930,3184,6997,.455,903,2506,.360,2281,4491,.508,1209,1601,.755,763,2801,3564,1862,620,437,1179,1648,8480
Orlando Magic,82,19730,3182,7042,.452,844,2405,.351,2338,4637,.504,1271,1678,.757,722,2692,3414,1921,622,400,1192,1579,8479
Atlanta Hawks,82,19705,3130,7015,.446,917,2544,.360,2213,4471,.495,1298,1654,.785,743,2693,3436,1946,638,348,1276,1606,8475
Chicago Bulls,82,19855,3170,7285,.435,906,2549,.355,2264,4736,.478,1194,1574,.759,790,2873,3663,1923,626,289,1147,1571,8440
San Antonio Spurs*,82,19730,3202,6999,.457,696,1977,.352,2506,5022,.499,1324,1715,.772,849,2777,3626,1868,628,460,1078,1408,8424
Dallas Mavericks,82,19805,3128,7042,.444,967,2688,.360,2161,4354,.496,1167,1530,.763,666,2717,3383,1858,578,310,1008,1578,8390
Memphis Grizzlies,82,19705,3013,6788,.444,758,2152,.352,2255,4636,.486,1361,1732,.786,779,2544,3323,1767,613,396,1227,1900,8145
Sacramento Kings,82,19755,3179,7063,.450,738,1967,.375,2441,5096,.479,1008,1371,.735,777,2578,3355,1768,643,340,1125,1639,8104
League Average,82,19795,3248,7057,.460,860,2378,.362,2388,4679,.510,1363,1778,.767,796,2772,3568,1905,633,395,1170,1628,8719
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Milwaukee Bucks*,82,19780,3555,7471,.476,1105,3134,.353,2450,4337,.565,1471,1904,.773,762,3316,4078,2136,615,486,1137,1608,9686
Golden State Warriors*,82,19805,3612,7361,.491,1087,2824,.385,2525,4537,.557,1339,1672,.801,797,2990,3787,2413,625,525,1169,1757,9650
New Orleans Pelicans,82,19755,3581,7563,.473,842,2449,.344,2739,5114,.536,1462,1921,.761,909,2969,3878,2216,610,441,1215,1732,9466
Philadelphia 76ers*,82,19805,3407,7233,.471,889,2474,.359,2518,4759,.529,1742,2258,.771,892,3025,3917,2207,606,432,1223,1745,9445
Los Angeles Clippers*,82,19830,3384,7178,.471,821,2118,.388,2563,5060,.507,1853,2340,.792,796,2936,3732,1970,561,385,1193,1913,9442
Portland Trail Blazers*,82,19855,3470,7427,.467,904,2520,.359,2566,4907,.523,1558,1914,.814,967,2968,3935,1887,546,413,1135,1669,9402
Oklahoma City Thunder*,82,19855,3497,7706,.454,932,2677,.348,2565,5029,.510,1461,2049,.713,1031,2911,3942,1917,766,425,1145,1839,9387
Toronto Raptors*,82,19880,3460,7305,.474,1015,2771,.366,2445,4534,.539,1449,1803,.804,786,2920,3706,2085,680,437,1150,1724,9384
Sacramento Kings,82,19730,3541,7637,.464,927,2455,.378,2614,5182,.504,1354,1865,.726,906,2819,3725,2083,679,363,1095,1751,9363
Washington Wizards,82,19930,3456,7387,.468,930,2731,.341,2526,4656,.543,1508,1963,.768,794,2679,3473,2154,683,379,1154,1701,9350
Houston Rockets*,82,19830,3218,7163,.449,1323,3721,.356,1895,3442,.551,1582,2001,.791,836,2613,3449,1741,700,405,1094,1803,9341
Atlanta Hawks,82,19855,3392,7524,.451,1067,3034,.352,2325,4490,.518,1443,1918,.752,955,2825,3780,2118,675,419,1397,1932,9294
Minnesota Timberwolves,82,19830,3413,7483,.456,827,2357,.351,2586,5126,.504,1570,1995,.787,923,2750,3673,2018,683,411,1074,1664,9223
Boston Celtics*,82,19780,3451,7423,.465,1032,2829,.365,2419,4594,.527,1282,1598,.802,804,2849,3653,2155,706,435,1052,1670,9216
Brooklyn Nets*,82,19980,3301,7358,.449,1047,2965,.353,2254,4393,.513,1555,2088,.745,900,2919,3819,1954,539,339,1236,1763,9204
Los Angeles Lakers,82,19780,3491,7425,.470,847,2541,.333,2644,4884,.541,1336,1910,.699,835,2985,3820,2096,618,440,1284,1701,9165
Utah Jazz*,82,19755,3314,7082,.468,993,2789,.356,2321,4293,.541,1540,2092,.736,820,2981,3801,2133,663,483,1240,1728,9161
San Antonio Spurs*,82,19805,3468,7248,.478,812,2071,.392,2656,5177,.513,1408,1720,.819,757,2910,3667,2013,501,386,992,1487,9156
Charlotte Hornets,82,19830,3297,7362,.448,977,2783,.351,2320,4579,.507,1510,1895,.797,814,2778,3592,1905,591,405,1001,1550,9081
Denver Nuggets*,82,19730,3439,7384,.466,903,2571,.351,2536,4813,.527,1294,1714,.755,972,2832,3804,2245,634,363,1102,1644,9075
Dallas Mavericks,82,19780,3182,7122,.447,1022,3002,.340,2160,4120,.524,1541,2076,.742,832,2884,3716,1918,533,351,1167,1650,8927
Indiana Pacers*,82,19705,3390,7135,.475,779,2081,.374,2611,5054,.517,1298,1727,.752,762,2766,3528,2128,713,404,1122,1594,8857
Phoenix Suns,82,19880,3289,7164,.459,790,2400,.329,2499,4764,.525,1447,1858,.779,748,2563,3311,1957,735,418,1279,1932,8815
Orlando Magic*,82,19780,3316,7307,.454,937,2633,.356,2379,4674,.509,1231,1575,.782,822,2902,3724,2095,543,445,1082,1526,8800
Detroit Pistons*,82,19855,3185,7238,.440,993,2854,.348,2192,4384,.500,1415,1893,.747,936,2752,3688,1845,569,331,1135,1811,8778
Miami Heat,82,19730,3251,7218,.450,928,2658,.349,2323,4560,.509,1238,1782,.695,921,2879,3800,1991,627,448,1208,1712,8668
Chicago Bulls,82,19905,3266,7205,.453,745,2123,.351,2521,5082,.496,1328,1695,.783,718,2799,3517,1796,603,351,1159,1663,8605
New York Knicks,82,19780,3134,7241,.433,823,2421,.340,2311,4820,.479,1484,1956,.759,857,2811,3668,1646,557,422,1151,1713,8575
Cleveland Cavaliers,82,19755,3189,7184,.444,847,2388,.355,2342,4796,.488,1342,1694,.792,879,2619,3498,1698,534,195,1106,1642,8567
Memphis Grizzlies,82,19880,3113,6924,.450,811,2368,.342,2302,4556,.505,1453,1882,.772,723,2703,3426,1963,684,448,1147,1801,8490
League Average,82,19815,3369,7315,.461,932,2625,.355,2437,4691,.520,1450,1892,.766,848,2855,3704,2016,626,406,1155,1714,9119
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dallas Mavericks*,75,18175,3124,6772,.461,1136,3095,.367,1988,3677,.541,1392,1787,.779,791,2729,3520,1849,460,363,953,1462,8776
Milwaukee Bucks*,73,17595,3160,6638,.476,1007,2840,.355,2153,3798,.567,1336,1800,.742,691,3083,3774,1889,526,429,1102,1431,8663
Portland Trail Blazers*,74,17835,3122,6749,.463,952,2525,.377,2170,4224,.514,1312,1632,.804,754,2599,3353,1525,465,451,946,1606,8508
Houston Rockets*,72,17380,2936,6512,.451,1126,3261,.345,1810,3251,.557,1484,1876,.791,704,2484,3188,1557,627,371,1057,1566,8482
Los Angeles Clippers*,72,17380,2992,6425,.466,895,2410,.371,2097,4015,.522,1498,1894,.791,767,2664,3431,1708,511,338,1051,1594,8377
New Orleans Pelicans,72,17430,3065,6598,.465,982,2656,.370,2083,3942,.528,1229,1687,.729,797,2551,3348,1932,539,358,1181,1524,8341
Phoenix Suns,73,17595,3006,6429,.468,831,2320,.358,2175,4109,.529,1451,1740,.834,712,2465,3177,1987,559,290,1077,1609,8294
Washington Wizards,72,17355,2990,6544,.457,864,2345,.368,2126,4199,.506,1394,1770,.788,732,2295,3027,1801,574,309,1020,1634,8238
Memphis Grizzlies,73,17570,3106,6634,.468,798,2297,.347,2308,4337,.532,1212,1589,.763,754,2643,3397,1965,576,398,1113,1546,8222
Boston Celtics*,72,17430,2971,6448,.461,905,2487,.364,2066,3961,.522,1336,1668,.801,768,2549,3317,1655,595,406,995,1553,8183
Miami Heat*,73,17745,2880,6160,.468,979,2584,.379,1901,3576,.532,1440,1840,.783,620,2619,3239,1892,547,332,1088,1501,8179
Denver Nuggets*,73,17745,3069,6488,.473,801,2234,.359,2268,4254,.533,1185,1526,.777,786,2436,3222,1952,586,337,1005,1485,8124
Toronto Raptors*,72,17380,2897,6331,.458,995,2663,.374,1902,3668,.519,1329,1670,.796,685,2583,3268,1816,636,358,1067,1559,8118
San Antonio Spurs,71,17215,2995,6350,.472,760,2021,.376,2235,4329,.516,1348,1664,.810,640,2530,3170,1751,518,390,895,1377,8098
Philadelphia 76ers*,73,17595,3000,6417,.468,848,2307,.368,2152,4110,.524,1236,1638,.755,764,2553,3317,1884,586,389,1037,1529,8084
Los Angeles Lakers*,71,17090,3006,6269,.480,782,2242,.349,2224,4027,.552,1260,1728,.729,757,2490,3247,1803,612,468,1077,1471,8054
Brooklyn Nets*,72,17480,2908,6498,.448,941,2746,.343,1967,3752,.524,1291,1732,.745,766,2683,3449,1761,464,323,1099,1510,8048
Utah Jazz*,72,17355,2886,6130,.471,963,2537,.380,1923,3593,.535,1278,1641,.779,656,2577,3233,1615,438,292,1089,1468,8013
Indiana Pacers*,73,17620,3075,6457,.476,743,2046,.363,2332,4411,.529,1096,1393,.787,636,2489,3125,1888,543,376,967,1445,7989
Oklahoma City Thunder*,72,17430,2879,6156,.468,770,2171,.355,2109,3985,.529,1422,1787,.796,593,2495,3088,1562,550,353,986,1390,7950
Sacramento Kings,72,17455,2943,6364,.462,914,2511,.364,2029,3853,.527,1127,1464,.770,695,2372,3067,1713,556,293,1043,1595,7927
Orlando Magic*,73,17570,2871,6468,.444,807,2354,.343,2064,4114,.502,1282,1656,.774,751,2498,3249,1747,599,396,937,1336,7831
Atlanta Hawks,67,16280,2723,6067,.449,805,2416,.333,1918,3651,.525,1237,1566,.790,661,2237,2898,1605,523,341,1086,1548,7488
Minnesota Timberwolves,64,15560,2586,5865,.441,853,2540,.336,1733,3325,.521,1223,1624,.753,675,2193,2868,1525,555,362,981,1370,7248
